Category,Team/All_Teams,Place,Player,Record,Team,Year
Points Scored,26,1,518,148,26,2018
Points Scored,26,2,992,84,26,2018
Points Scored,26,3,1648,72,26,2018
Points Scored,26,4,691,30,26,2017
Points Scored,26,5,992,30,26,2017
Points Scored,26,6,367,30,26,2018
Points Scored,26,7,3236,30,26,2018
Points Scored,26,8,530,26,26,2017
Points Scored,26,9,1648,26,26,2017
Points Scored,26,10,2427,24,26,2017
Points Scored,26,11,530,24,26,2018
Points Scored,26,12,1174,18,26,2017
Points Scored,26,13,1240,18,26,2017
Points Scored,26,14,1550,18,26,2018
Points Scored,26,15,691,12,26,2018
Points Scored,26,16,886,8,26,2017
Points Scored,26,17,679,6,26,2017
Points Scored,26,18,1004,6,26,2017
Points Scored,26,19,1264,6,26,2017
Points Scored,26,20,270,6,26,2018
Points Scored,26,21,1004,6,26,2018
Points Scored,26,22,1240,6,26,2018
Points Scored,26,23,1264,6,26,2018
Points Scored,26,24,1738,2,26,2017
Yards from Scrimmage,26,0,1648,1756,26,2018
Yards from Scrimmage,26,1,992,1559,26,2018
Yards from Scrimmage,26,2,992,1416,26,2017
Yards from Scrimmage,26,3,530,799,26,2017
Yards from Scrimmage,26,4,691,728,26,2017
Yards from Scrimmage,26,5,1648,719,26,2017
Yards from Scrimmage,26,6,530,691,26,2018
Yards from Scrimmage,26,7,367,609,26,2018
Yards from Scrimmage,26,8,3236,545,26,2018
Yards from Scrimmage,26,9,547,491,26,2017
Yards from Scrimmage,26,10,1264,356,26,2017
Yards from Scrimmage,26,11,1550,343,26,2018
Yards from Scrimmage,26,12,1240,299,26,2017
Yards from Scrimmage,26,13,691,297,26,2018
Yards from Scrimmage,26,14,2427,289,26,2017
Yards from Scrimmage,26,15,886,213,26,2017
Yards from Scrimmage,26,16,1550,206,26,2017
Yards from Scrimmage,26,17,1134,145,26,2018
Yards from Scrimmage,26,18,1174,138,26,2017
Yards from Scrimmage,26,19,2499,103,26,2018
Yards from Scrimmage,26,20,1240,98,26,2018
Yards from Scrimmage,26,21,2433,49,26,2018
Yards from Scrimmage,26,22,1199,48,26,2017
Yards from Scrimmage,26,23,1264,22,26,2018
Yards from Scrimmage,26,24,958,17,26,2018
Yards from Scrimmage,26,25,1199,13,26,2018
Yards from Scrimmage,26,26,1149,11,26,2017
Yards from Scrimmage,26,27,1326,7,26,2018
All-Purpose Yards,26,0,1648,1756,26,2018
All-Purpose Yards,26,1,992,1563,26,2018
All-Purpose Yards,26,2,992,1416,26,2017
All-Purpose Yards,26,3,1004,1094,26,2017
All-Purpose Yards,26,4,1004,1093,26,2018
All-Purpose Yards,26,5,530,799,26,2017
All-Purpose Yards,26,6,691,728,26,2017
All-Purpose Yards,26,7,1648,719,26,2017
All-Purpose Yards,26,8,530,691,26,2018
All-Purpose Yards,26,9,3236,684,26,2018
All-Purpose Yards,26,10,367,609,26,2018
All-Purpose Yards,26,11,547,491,26,2017
All-Purpose Yards,26,12,1264,356,26,2017
All-Purpose Yards,26,13,1550,343,26,2018
All-Purpose Yards,26,14,1240,299,26,2017
All-Purpose Yards,26,15,691,297,26,2018
All-Purpose Yards,26,16,2427,289,26,2017
All-Purpose Yards,26,17,886,213,26,2017
All-Purpose Yards,26,18,1550,206,26,2017
All-Purpose Yards,26,19,1134,145,26,2018
All-Purpose Yards,26,20,1174,138,26,2017
All-Purpose Yards,26,21,2499,103,26,2018
All-Purpose Yards,26,22,1240,98,26,2018
All-Purpose Yards,26,23,679,70,26,2017
All-Purpose Yards,26,24,2433,49,26,2018
All-Purpose Yards,26,25,1199,48,26,2017
All-Purpose Yards,26,26,639,46,26,2017
All-Purpose Yards,26,27,727,43,26,2018
All-Purpose Yards,26,28,382,37,26,2018
All-Purpose Yards,26,29,1626,32,26,2018
All-Purpose Yards,26,30,270,28,26,2018
All-Purpose Yards,26,31,3785,28,26,2018
All-Purpose Yards,26,32,382,22,26,2017
All-Purpose Yards,26,33,1264,22,26,2018
All-Purpose Yards,26,34,958,17,26,2018
All-Purpose Yards,26,35,137,16,26,2017
All-Purpose Yards,26,36,348,13,26,2018
All-Purpose Yards,26,37,1199,13,26,2018
All-Purpose Yards,26,38,958,11,26,2017
All-Purpose Yards,26,39,1149,11,26,2017
All-Purpose Yards,26,40,748,8,26,2017
All-Purpose Yards,26,41,1626,8,26,2017
All-Purpose Yards,26,42,1326,7,26,2018
All-Purpose Yards,26,43,3080,7,26,2018
All-Purpose Yards,26,44,555,5,26,2017
Quarterback Rating,27,0,1139,883,27,2017
Quarterback Rating,27,1,1139,803,27,2018
Pass Attempts,27,0,1139,573,27,2018
Pass Attempts,27,1,1139,485,27,2017
Pass Attempts,27,2,775,31,27,2017
Pass Completions,27,0,1139,349,27,2018
Pass Completions,27,1,1139,312,27,2017
Pass Completions,27,2,775,17,27,2017
Completion Percentage,27,0,1139,643,27,2017
Completion Percentage,27,1,1139,609,27,2018
Passing Yards,27,0,1139,3787,27,2018
Passing Yards,27,1,1139,3584,27,2017
Passing Yards,27,2,775,178,27,2017
Yards per Pass Attempt,27,0,1139,739,27,2017
Yards per Pass Attempt,27,1,1139,661,27,2018
Passing Touchdowns,27,0,1139,24,27,2017
Passing Touchdowns,27,1,1139,20,27,2018
Passing Touchdowns,27,2,775,1,27,2017
Times Sacked,27,0,1139,26,27,2017
Times Sacked,27,1,1139,21,27,2018
Times Sacked,27,2,775,3,27,2017
300 Yards Passing,27,0,1139,2,27,2017
300 Yards Passing,27,1,1139,2,27,2018
Rushing Attempts,27,0,466,315,27,2018
Rushing Attempts,27,1,466,284,27,2017
Rushing Attempts,27,2,859,58,27,2017
Rushing Attempts,27,3,1139,55,27,2017
Rushing Attempts,27,4,1139,53,27,2018
Rushing Attempts,27,5,3233,31,27,2018
Rushing Attempts,27,6,351,12,27,2017
Rushing Attempts,27,7,3309,12,27,2018
Rushing Attempts,27,8,757,6,27,2017
Rushing Attempts,27,9,2538,6,27,2017
Rushing Attempts,27,10,365,4,27,2017
Rushing Attempts,27,11,2538,4,27,2018
Rushing Attempts,27,12,1006,2,27,2017
Rushing Attempts,27,13,930,2,27,2018
Rushing Attempts,27,14,1573,2,27,2018
Rushing Attempts,27,15,113,1,27,2017
Rushing Attempts,27,16,775,1,27,2017
Rushing Attempts,27,17,1573,1,27,2017
Rushing Attempts,27,18,113,1,27,2018
Rushing Attempts,27,19,757,1,27,2018
Rushing Attempts,27,20,3378,1,27,2018
Rushing Yards,27,0,466,1138,27,2018
Rushing Yards,27,1,466,1035,27,2017
Rushing Yards,27,2,1139,311,27,2017
Rushing Yards,27,3,1139,293,27,2018
Rushing Yards,27,4,859,193,27,2017
Rushing Yards,27,5,3233,100,27,2018
Rushing Yards,27,6,2538,69,27,2017
Rushing Yards,27,7,2538,49,27,2018
Rushing Yards,27,8,1573,17,27,2018
Rushing Yards,27,9,3309,14,27,2018
Rushing Yards,27,10,365,12,27,2017
Rushing Yards,27,11,3378,10,27,2018
Rushing Yards,27,12,351,9,27,2017
Rushing Yards,27,13,113,8,27,2017
Rushing Yards,27,14,930,6,27,2018
Rushing Yards,27,15,757,4,27,2017
Rushing Yards,27,16,775,4,27,2017
Rushing Yards,27,17,757,4,27,2018
Rushing Yards,27,18,113,1,27,2018
Yards per Carry,27,0,466,364,27,2017
Yards per Carry,27,1,466,361,27,2018
Rushing Touchdowns,27,0,466,7,27,2017
Rushing Touchdowns,27,1,466,7,27,2018
Rushing Touchdowns,27,2,859,4,27,2017
Rushing Touchdowns,27,3,1139,2,27,2018
Rushing Touchdowns,27,4,3233,2,27,2018
Rushing Touchdowns,27,5,757,1,27,2017
Rushing Touchdowns,27,6,1139,1,27,2017
Rushing Touchdowns,27,7,2538,1,27,2017
100 Yards Rushing,27,0,466,5,27,2018
100 Yards Rushing,27,1,466,3,27,2017
Receptions,27,0,757,100,27,2017
Receptions,27,1,113,68,27,2017
Receptions,27,2,1613,60,27,2018
Receptions,27,3,113,57,27,2018
Receptions,27,4,466,54,27,2018
Receptions,27,5,2538,54,27,2018
Receptions,27,6,757,45,27,2018
Receptions,27,7,466,32,27,2017
Receptions,27,8,1613,31,27,2017
Receptions,27,9,2538,26,27,2017
Receptions,27,10,924,20,27,2017
Receptions,27,11,68,20,27,2018
Receptions,27,12,1573,18,27,2018
Receptions,27,13,3309,15,27,2018
Receptions,27,14,859,14,27,2017
Receptions,27,15,1573,12,27,2017
Receptions,27,16,1006,9,27,2017
Receptions,27,17,3233,8,27,2018
Receptions,27,18,365,7,27,2017
Receptions,27,19,351,6,27,2017
Receptions,27,20,930,5,27,2018
Receptions,27,21,1464,4,27,2017
Receptions,27,22,3340,4,27,2018
Receptions,27,23,3378,2,27,2018
Receptions,27,24,775,1,27,2018
Receiving Yards,27,0,757,1140,27,2017
Receiving Yards,27,1,113,962,27,2017
Receiving Yards,27,2,1613,720,27,2018
Receiving Yards,27,3,2538,663,27,2018
Receiving Yards,27,4,757,629,27,2018
Receiving Yards,27,5,113,580,27,2018
Receiving Yards,27,6,466,393,27,2018
Receiving Yards,27,7,2538,380,27,2017
Receiving Yards,27,8,1613,336,27,2017
Receiving Yards,27,9,466,240,27,2017
Receiving Yards,27,10,924,206,27,2017
Receiving Yards,27,11,68,193,27,2018
Receiving Yards,27,12,1573,189,27,2018
Receiving Yards,27,13,3309,163,27,2018
Receiving Yards,27,14,1573,152,27,2017
Receiving Yards,27,15,1006,108,27,2017
Receiving Yards,27,16,859,87,27,2017
Receiving Yards,27,17,3233,69,27,2018
Receiving Yards,27,18,365,60,27,2017
Receiving Yards,27,19,1464,56,27,2017
Receiving Yards,27,20,930,40,27,2018
Receiving Yards,27,21,351,35,27,2017
Receiving Yards,27,22,3340,33,27,2018
Receiving Yards,27,23,3378,23,27,2018
Receiving Yards,27,24,775,2,27,2018
Yards per Reception,27,0,113,1415,27,2017
Yards per Reception,27,1,757,1398,27,2018
Yards per Reception,27,2,2538,1228,27,2018
Yards per Reception,27,3,1613,1200,27,2018
Yards per Reception,27,4,757,1140,27,2017
Yards per Reception,27,5,113,1018,27,2018
Yards per Reception,27,6,466,750,27,2017
Yards per Reception,27,7,466,728,27,2018
Receiving Touchdowns,27,0,113,8,27,2017
Receiving Touchdowns,27,1,757,7,27,2017
Receiving Touchdowns,27,2,1613,6,27,2018
Receiving Touchdowns,27,3,1613,4,27,2017
Receiving Touchdowns,27,4,757,3,27,2018
Receiving Touchdowns,27,5,2538,3,27,2018
Receiving Touchdowns,27,6,859,2,27,2017
Receiving Touchdowns,27,7,924,2,27,2017
Receiving Touchdowns,27,8,113,2,27,2018
Receiving Touchdowns,27,9,1573,2,27,2018
Receiving Touchdowns,27,10,365,1,27,2017
Receiving Touchdowns,27,11,2538,1,27,2017
Receiving Touchdowns,27,12,466,1,27,2018
Receiving Touchdowns,27,13,775,1,27,2018
Receiving Touchdowns,27,14,930,1,27,2018
Receiving Touchdowns,27,15,3309,1,27,2018
Targeted Passes,27,0,757,153,27,2017
Targeted Passes,27,1,1613,114,27,2018
Targeted Passes,27,2,113,105,27,2017
Targeted Passes,27,3,113,87,27,2018
Targeted Passes,27,4,2538,86,27,2018
Targeted Passes,27,5,466,77,27,2018
Targeted Passes,27,6,757,64,27,2018
Targeted Passes,27,7,1613,54,27,2017
Targeted Passes,27,8,466,49,27,2017
Targeted Passes,27,9,1573,43,27,2018
Targeted Passes,27,10,2538,42,27,2017
Targeted Passes,27,11,924,34,27,2017
Targeted Passes,27,12,68,33,27,2018
Targeted Passes,27,13,859,22,27,2017
Targeted Passes,27,14,3309,22,27,2018
Targeted Passes,27,15,1573,21,27,2017
Targeted Passes,27,16,3233,15,27,2018
Targeted Passes,27,17,1006,14,27,2017
Targeted Passes,27,18,930,10,27,2018
Targeted Passes,27,19,365,9,27,2017
Targeted Passes,27,20,3340,8,27,2018
Targeted Passes,27,21,351,7,27,2017
Targeted Passes,27,22,1464,4,27,2017
Targeted Passes,27,23,3378,4,27,2018
Passes Dropped,27,0,757,8,27,2017
Passes Dropped,27,1,1613,6,27,2018
Passes Dropped,27,2,113,5,27,2017
Passes Dropped,27,3,1573,5,27,2018
Passes Dropped,27,4,466,4,27,2017
Passes Dropped,27,5,113,4,27,2018
Passes Dropped,27,6,2538,4,27,2018
Passes Dropped,27,7,1613,3,27,2017
Passes Dropped,27,8,2538,3,27,2017
Passes Dropped,27,9,466,3,27,2018
Passes Dropped,27,10,859,2,27,2017
Passes Dropped,27,11,924,2,27,2017
Passes Dropped,27,12,1573,2,27,2017
Passes Dropped,27,13,68,2,27,2018
Passes Dropped,27,14,757,2,27,2018
Passes Dropped,27,15,3309,2,27,2018
Passes Dropped,27,16,1006,1,27,2017
Passes Dropped,27,17,3233,1,27,2018
100 Yards Receiving,27,0,757,5,27,2017
100 Yards Receiving,27,1,757,4,27,2018
100 Yards Receiving,27,2,113,3,27,2017
100 Yards Receiving,27,3,1613,2,27,2018
100 Yards Receiving,27,4,113,1,27,2018
100 Yards Receiving,27,5,2538,1,27,2018
Interceptions,27,0,226,6,27,2018
Interceptions,27,1,406,3,27,2017
Interceptions,27,2,76,2,27,2017
Interceptions,27,3,469,2,27,2017
Interceptions,27,4,907,2,27,2017
Interceptions,27,5,301,2,27,2018
Interceptions,27,6,270,1,27,2017
Interceptions,27,7,980,1,27,2017
Interceptions,27,8,1224,1,27,2017
Interceptions,27,9,1255,1,27,2017
Interceptions,27,10,1471,1,27,2017
Interceptions,27,11,406,1,27,2018
Interceptions,27,12,609,1,27,2018
Interceptions,27,13,1224,1,27,2018
Interceptions,27,14,1399,1,27,2018
Interceptions,27,15,1549,1,27,2018
Interceptions,27,16,3664,1,27,2018
Pass Defense Percentage,27,0,76,801,27,2017
Pass Defense Percentage,27,1,1549,786,27,2017
Pass Defense Percentage,27,2,1549,786,27,2018
Pass Defense Percentage,27,3,609,784,27,2018
Pass Defense Percentage,27,4,226,779,27,2018
Pass Defense Percentage,27,5,469,776,27,2017
Pass Defense Percentage,27,6,1255,762,27,2017
Pass Defense Percentage,27,7,270,759,27,2017
Pass Defense Percentage,27,8,1255,752,27,2018
Pass Defense Percentage,27,9,1224,732,27,2018
Tackles,27,0,907,130,27,2017
Tackles,27,1,406,112,27,2017
Tackles,27,2,609,107,27,2018
Tackles,27,3,1255,99,27,2017
Tackles,27,4,406,98,27,2018
Tackles,27,5,907,97,27,2018
Tackles,27,6,1255,82,27,2018
Tackles,27,7,270,75,27,2017
Tackles,27,8,226,61,27,2018
Tackles,27,9,166,60,27,2018
Tackles,27,10,1549,60,27,2018
Tackles,27,11,243,50,27,2017
Tackles,27,12,1399,48,27,2017
Tackles,27,13,1399,47,27,2018
Tackles,27,14,647,45,27,2017
Tackles,27,15,243,45,27,2018
Tackles,27,16,136,43,27,2017
Tackles,27,17,1471,41,27,2017
Tackles,27,18,469,40,27,2017
Tackles,27,19,1549,34,27,2017
Tackles,27,20,76,33,27,2017
Tackles,27,21,1224,30,27,2018
Tackles,27,22,3748,30,27,2018
Tackles,27,23,136,21,27,2018
Tackles,27,24,301,20,27,2017
Tackles,27,25,1224,20,27,2017
Tackles,27,26,568,15,27,2017
Tackles,27,27,2295,15,27,2018
Tackles,27,28,301,12,27,2018
Tackles,27,29,498,10,27,2017
Tackles,27,30,980,9,27,2017
Tackles,27,31,381,7,27,2017
Tackles,27,32,2295,6,27,2017
Tackles,27,33,1471,6,27,2018
Tackles,27,34,2937,6,27,2018
Tackles,27,35,3782,6,27,2018
Tackles,27,36,1031,5,27,2017
Tackles,27,37,1613,4,27,2017
Tackles,27,38,466,3,27,2018
Tackles,27,39,1613,3,27,2018
Tackles,27,40,113,2,27,2017
Tackles,27,41,1139,2,27,2018
Tackles,27,42,1713,2,27,2018
Tackles,27,43,2538,2,27,2018
Tackles,27,44,3664,2,27,2018
Tackles,27,45,466,1,27,2017
Tackles,27,46,757,1,27,2017
Tackles,27,47,1006,1,27,2017
Tackles,27,48,1573,1,27,2017
Tackles,27,49,2064,1,27,2017
Tackles,27,50,2538,1,27,2017
Tackles,27,51,2861,1,27,2017
Tackles,27,52,68,1,27,2018
Tackles,27,53,113,1,27,2018
Tackles,27,54,782,1,27,2018
Tackles,27,55,1573,1,27,2018
Tackles,27,56,3919,1,27,2018
Assists,27,0,406,36,27,2017
Assists,27,1,907,36,27,2018
Assists,27,2,907,34,27,2017
Assists,27,3,1255,33,27,2018
Assists,27,4,1255,32,27,2017
Assists,27,5,406,32,27,2018
Assists,27,6,609,31,27,2018
Assists,27,7,1399,28,27,2017
Assists,27,8,270,22,27,2017
Assists,27,9,647,20,27,2017
Assists,27,10,1549,19,27,2018
Assists,27,11,243,18,27,2017
Assists,27,12,469,18,27,2017
Assists,27,13,243,18,27,2018
Assists,27,14,1399,18,27,2018
Assists,27,15,166,17,27,2018
Assists,27,16,226,17,27,2018
Assists,27,17,136,15,27,2017
Assists,27,18,1471,13,27,2017
Assists,27,19,1549,13,27,2017
Assists,27,20,3748,12,27,2018
Assists,27,21,136,11,27,2018
Assists,27,22,2937,7,27,2018
Assists,27,23,301,6,27,2017
Assists,27,24,498,6,27,2017
Assists,27,25,1471,6,27,2018
Assists,27,26,76,5,27,2017
Assists,27,27,381,5,27,2017
Assists,27,28,980,5,27,2017
Assists,27,29,1224,5,27,2017
Assists,27,30,1224,5,27,2018
Assists,27,31,2295,4,27,2018
Assists,27,32,568,3,27,2017
Assists,27,33,301,2,27,2018
Assists,27,34,3782,2,27,2018
Assists,27,35,2295,1,27,2017
Assists,27,36,3664,1,27,2018
Sacks,27,0,1399,80,27,2017
Sacks,27,1,1399,80,27,2018
Sacks,27,2,243,70,27,2018
Sacks,27,3,136,65,27,2017
Sacks,27,4,647,60,27,2017
Sacks,27,5,406,50,27,2017
Sacks,27,6,3748,50,27,2018
Sacks,27,7,136,45,27,2018
Sacks,27,8,243,30,27,2017
Sacks,27,9,406,25,27,2018
Sacks,27,10,568,20,27,2017
Sacks,27,11,1471,20,27,2017
Sacks,27,12,1471,20,27,2018
Sacks,27,13,907,10,27,2017
Sacks,27,14,226,10,27,2018
Sacks,27,15,907,10,27,2018
Sacks,27,16,1713,10,27,2018
Sacks,27,17,3782,10,27,2018
Sacks,27,18,980,5,27,2017
Sacks,27,19,166,5,27,2018
Sacks,27,20,1255,5,27,2018
Hurries,27,0,1399,18,27,2018
Hurries,27,1,1399,17,27,2017
Hurries,27,2,136,15,27,2017
Hurries,27,3,243,11,27,2017
Hurries,27,4,136,9,27,2018
Hurries,27,5,3748,8,27,2018
Hurries,27,6,166,6,27,2018
Hurries,27,7,243,6,27,2018
Hurries,27,8,568,4,27,2017
Hurries,27,9,647,4,27,2017
Hurries,27,10,406,4,27,2018
Hurries,27,11,406,3,27,2017
Hurries,27,12,907,3,27,2017
Hurries,27,13,1471,3,27,2018
Hurries,27,14,2937,3,27,2018
Hurries,27,15,3664,3,27,2018
Hurries,27,16,980,2,27,2017
Hurries,27,17,1255,2,27,2018
Hurries,27,18,469,1,27,2017
Hurries,27,19,1713,1,27,2018
Blocked Passes,27,0,1399,5,27,2017
Blocked Passes,27,1,136,3,27,2017
Blocked Passes,27,2,136,3,27,2018
Blocked Passes,27,3,1399,3,27,2018
Blocked Passes,27,4,3748,3,27,2018
Blocked Passes,27,5,243,2,27,2017
Blocked Passes,27,6,243,2,27,2018
Blocked Passes,27,7,381,1,27,2017
Blocked Passes,27,8,166,1,27,2018
Blocked Passes,27,9,1255,1,27,2018
Blocked Passes,27,10,1471,1,27,2018
Blocked Passes,27,11,1713,1,27,2018
Blocked Passes,27,12,2937,1,27,2018
Field Goals,27,0,3627,21,27,2018
Field Goals,27,1,73,14,27,2017
Key Run Blocks,27,0,841,33,27,2017
Key Run Blocks,27,1,227,25,27,2017
Key Run Blocks,27,2,2715,23,27,2018
Key Run Blocks,27,3,841,22,27,2018
Key Run Blocks,27,4,497,20,27,2018
Key Run Blocks,27,5,227,19,27,2018
Key Run Blocks,27,6,1105,18,27,2018
Key Run Blocks,27,7,497,16,27,2017
Key Run Blocks,27,8,2715,15,27,2017
Key Run Blocks,27,9,1105,12,27,2017
Key Run Blocks,27,10,924,5,27,2017
Key Run Blocks,27,11,68,5,27,2018
Key Run Blocks,27,12,1035,4,27,2017
Key Run Blocks,27,13,1613,4,27,2018
Key Run Blocks,27,14,150,3,27,2017
Key Run Blocks,27,15,2064,3,27,2017
Key Run Blocks,27,16,1035,3,27,2018
Key Run Blocks,27,17,1613,2,27,2017
Key Run Blocks,27,18,3309,2,27,2018
Key Run Opportunities,27,0,841,87,27,2017
Key Run Opportunities,27,1,841,79,27,2018
Key Run Opportunities,27,2,2715,77,27,2018
Key Run Opportunities,27,3,497,67,27,2017
Key Run Opportunities,27,4,497,63,27,2018
Key Run Opportunities,27,5,227,61,27,2017
Key Run Opportunities,27,6,227,61,27,2018
Key Run Opportunities,27,7,1105,55,27,2018
Key Run Opportunities,27,8,1105,49,27,2017
Key Run Opportunities,27,9,2715,49,27,2017
Key Run Opportunities,27,10,1035,22,27,2017
Key Run Opportunities,27,11,2064,21,27,2017
Key Run Opportunities,27,12,1613,11,27,2018
Key Run Opportunities,27,13,150,10,27,2017
Key Run Opportunities,27,14,1035,9,27,2018
Key Run Opportunities,27,15,3309,9,27,2018
Key Run Opportunities,27,16,924,8,27,2017
Key Run Opportunities,27,17,68,6,27,2018
Key Run Opportunities,27,18,1613,3,27,2017
Key Run Opportunities,27,19,1464,1,27,2017
Key Run Opportunities,27,20,2064,1,27,2018
Key Run Opportunities,27,21,3340,1,27,2018
Pancake Blocks,27,0,227,2,27,2017
Pancake Blocks,27,1,841,1,27,2017
Pancake Blocks,27,2,227,1,27,2018
Pancake Blocks,27,3,841,1,27,2018
Pancake Blocks,27,4,1035,1,27,2018
Passes Defensed,27,0,406,15,27,2017
Passes Defensed,27,1,406,10,27,2018
Passes Defensed,27,2,1255,9,27,2017
Passes Defensed,27,3,609,8,27,2018
Passes Defensed,27,4,1549,8,27,2018
Passes Defensed,27,5,907,7,27,2017
Passes Defensed,27,6,1471,7,27,2017
Passes Defensed,27,7,1549,6,27,2017
Passes Defensed,27,8,1255,6,27,2018
Passes Defensed,27,9,76,5,27,2017
Passes Defensed,27,10,166,5,27,2018
Passes Defensed,27,11,270,4,27,2017
Passes Defensed,27,12,301,3,27,2017
Passes Defensed,27,13,469,3,27,2017
Passes Defensed,27,14,226,3,27,2018
Passes Defensed,27,15,3782,3,27,2018
Passes Defensed,27,16,980,2,27,2017
Passes Defensed,27,17,1224,2,27,2017
Passes Defensed,27,18,243,2,27,2018
Passes Defensed,27,19,907,2,27,2018
Passes Defensed,27,20,243,1,27,2017
Passes Defensed,27,21,136,1,27,2018
Passes Defensed,27,22,301,1,27,2018
Passes Defensed,27,23,1224,1,27,2018
Punt Return Yards,27,0,3233,412,27,2018
Punt Return Yards,27,1,757,350,27,2017
Punt Return Yards,27,2,3919,179,27,2018
Punt Return TDs,27,0,757,2,27,2017
Punt Return TDs,27,1,3233,1,27,2018
Punt Return TDs,27,2,3919,1,27,2018
Kickoff Return Yards,27,0,76,943,27,2017
Kickoff Return Yards,27,1,301,527,27,2018
Kickoff Return Yards,27,2,466,72,27,2018
Kickoff Return Yards,27,3,301,53,27,2017
Kickoff Return Yards,27,4,466,11,27,2017
Points Scored,27,0,3627,92,27,2018
Points Scored,27,1,73,82,27,2017
Points Scored,27,2,757,60,27,2017
Points Scored,27,3,113,48,27,2017
Points Scored,27,4,466,48,27,2018
Points Scored,27,5,466,42,27,2017
Points Scored,27,6,859,36,27,2017
Points Scored,27,7,1613,36,27,2018
Points Scored,27,8,1613,24,27,2017
Points Scored,27,9,757,18,27,2018
Points Scored,27,10,2538,18,27,2018
Points Scored,27,11,3233,18,27,2018
Points Scored,27,12,924,12,27,2017
Points Scored,27,13,2538,12,27,2017
Points Scored,27,14,113,12,27,2018
Points Scored,27,15,1139,12,27,2018
Points Scored,27,16,1573,12,27,2018
Points Scored,27,17,930,8,27,2018
Points Scored,27,18,270,6,27,2017
Points Scored,27,19,365,6,27,2017
Points Scored,27,20,907,6,27,2017
Points Scored,27,21,1139,6,27,2017
Points Scored,27,22,1255,6,27,2017
Points Scored,27,23,609,6,27,2018
Points Scored,27,24,775,6,27,2018
Points Scored,27,25,1713,6,27,2018
Points Scored,27,26,3309,6,27,2018
Points Scored,27,27,3919,6,27,2018
Yards from Scrimmage,27,0,466,1531,27,2018
Yards from Scrimmage,27,1,466,1275,27,2017
Yards from Scrimmage,27,2,757,1144,27,2017
Yards from Scrimmage,27,3,113,970,27,2017
Yards from Scrimmage,27,4,1613,720,27,2018
Yards from Scrimmage,27,5,2538,712,27,2018
Yards from Scrimmage,27,6,757,633,27,2018
Yards from Scrimmage,27,7,113,581,27,2018
Yards from Scrimmage,27,8,2538,449,27,2017
Yards from Scrimmage,27,9,1613,336,27,2017
Yards from Scrimmage,27,10,1139,311,27,2017
Yards from Scrimmage,27,11,1139,293,27,2018
Yards from Scrimmage,27,12,859,280,27,2017
Yards from Scrimmage,27,13,924,206,27,2017
Yards from Scrimmage,27,14,1573,206,27,2018
Yards from Scrimmage,27,15,68,193,27,2018
Yards from Scrimmage,27,16,3309,177,27,2018
Yards from Scrimmage,27,17,3233,169,27,2018
Yards from Scrimmage,27,18,1573,151,27,2017
Yards from Scrimmage,27,19,1006,104,27,2017
Yards from Scrimmage,27,20,365,72,27,2017
Yards from Scrimmage,27,21,1464,56,27,2017
Yards from Scrimmage,27,22,930,46,27,2018
Yards from Scrimmage,27,23,351,44,27,2017
Yards from Scrimmage,27,24,3340,33,27,2018
Yards from Scrimmage,27,25,3378,33,27,2018
Yards from Scrimmage,27,26,775,4,27,2017
Yards from Scrimmage,27,27,775,2,27,2018
All-Purpose Yards,27,0,466,1603,27,2018
All-Purpose Yards,27,1,757,1494,27,2017
All-Purpose Yards,27,2,466,1286,27,2017
All-Purpose Yards,27,3,113,974,27,2017
All-Purpose Yards,27,4,76,953,27,2017
All-Purpose Yards,27,5,1613,720,27,2018
All-Purpose Yards,27,6,2538,712,27,2018
All-Purpose Yards,27,7,757,633,27,2018
All-Purpose Yards,27,8,113,581,27,2018
All-Purpose Yards,27,9,3233,581,27,2018
All-Purpose Yards,27,10,301,534,27,2018
All-Purpose Yards,27,11,2538,449,27,2017
All-Purpose Yards,27,12,1613,336,27,2017
All-Purpose Yards,27,13,1139,311,27,2017
All-Purpose Yards,27,14,1139,293,27,2018
All-Purpose Yards,27,15,859,280,27,2017
All-Purpose Yards,27,16,924,206,27,2017
All-Purpose Yards,27,17,1573,206,27,2018
All-Purpose Yards,27,18,68,193,27,2018
All-Purpose Yards,27,19,3919,179,27,2018
All-Purpose Yards,27,20,3309,177,27,2018
All-Purpose Yards,27,21,1573,151,27,2017
All-Purpose Yards,27,22,1006,104,27,2017
All-Purpose Yards,27,23,1255,97,27,2017
All-Purpose Yards,27,24,365,72,27,2017
All-Purpose Yards,27,25,907,66,27,2017
All-Purpose Yards,27,26,226,66,27,2018
All-Purpose Yards,27,27,1464,56,27,2017
All-Purpose Yards,27,28,301,53,27,2017
All-Purpose Yards,27,29,930,46,27,2018
All-Purpose Yards,27,30,351,44,27,2017
All-Purpose Yards,27,31,1713,40,27,2018
All-Purpose Yards,27,32,270,33,27,2017
All-Purpose Yards,27,33,3340,33,27,2018
All-Purpose Yards,27,34,3378,33,27,2018
All-Purpose Yards,27,35,406,25,27,2017
All-Purpose Yards,27,36,609,19,27,2018
All-Purpose Yards,27,37,1399,18,27,2018
All-Purpose Yards,27,38,1549,13,27,2018
All-Purpose Yards,27,39,3664,13,27,2018
All-Purpose Yards,27,40,1471,11,27,2017
All-Purpose Yards,27,41,782,11,27,2018
All-Purpose Yards,27,42,243,9,27,2017
All-Purpose Yards,27,43,243,9,27,2018
