Category,Team/All_Teams,Place,Record,Year,Team,Opponent
Total Yards Allowed,26,30,459,2017,26,7
Total Yards Allowed,26,31,461,2017,26,15
Pass Attempts,26,0,52,2017,26,12
Pass Attempts,26,1,46,2017,26,25
Pass Attempts,26,2,46,2018,26,25
Pass Attempts,26,3,45,2017,26,21
Pass Attempts,26,4,41,2017,26,28
Pass Attempts,26,5,41,2018,26,17
Pass Attempts,26,6,40,2017,26,25
Pass Attempts,26,7,40,2018,26,18
Pass Attempts,26,8,39,2018,26,24
Pass Attempts,26,9,39,2018,26,23
Pass Attempts,26,10,38,2017,26,18
Pass Attempts,26,11,38,2018,26,9
Pass Attempts,26,12,38,2018,26,20
Pass Attempts,26,13,37,2017,26,11
Pass Attempts,26,14,37,2018,26,15
Pass Attempts,26,15,36,2017,26,7
Pass Attempts,26,16,36,2018,26,0
Pass Attempts,26,17,35,2017,26,24
Pass Attempts,26,18,35,2017,26,0
Pass Attempts,26,19,35,2018,26,24
Pass Attempts,26,20,34,2017,26,29
Pass Attempts,26,21,32,2018,26,13
Pass Attempts,26,22,32,2018,26,10
Pass Attempts,26,23,32,2018,26,25
Pass Attempts,26,24,31,2018,26,0
Pass Attempts,26,25,30,2018,26,5
Pass Attempts,26,26,28,2018,26,8
Pass Attempts,26,27,27,2017,26,0
Pass Attempts,26,28,26,2017,26,17
Pass Attempts,26,29,25,2017,26,31
Pass Attempts,26,30,24,2017,26,24
Pass Attempts,26,31,21,2017,26,15
Rush Attempts,26,0,40,2017,26,0
Rush Attempts,26,1,34,2018,26,5
Rush Attempts,26,2,33,2018,26,8
Rush Attempts,26,3,31,2018,26,25
Rush Attempts,26,4,31,2018,26,0
Rush Attempts,26,5,30,2017,26,24
Rush Attempts,26,6,30,2017,26,31
Rush Attempts,26,7,30,2018,26,0
Rush Attempts,26,8,28,2017,26,7
Rush Attempts,26,9,28,2017,26,18
Rush Attempts,26,10,28,2017,26,15
Rush Attempts,26,11,27,2017,26,11
Rush Attempts,26,12,27,2017,26,29
Rush Attempts,26,13,27,2017,26,21
Rush Attempts,26,14,27,2018,26,18
Rush Attempts,26,15,26,2017,26,25
Rush Attempts,26,16,26,2018,26,10
Rush Attempts,26,17,25,2017,26,17
Rush Attempts,26,18,25,2018,26,25
Rush Attempts,26,19,25,2018,26,23
Rush Attempts,26,20,25,2018,26,17
Rush Attempts,26,21,25,2018,26,24
Rush Attempts,26,22,24,2017,26,0
Rush Attempts,26,23,23,2017,26,25
Rush Attempts,26,24,23,2018,26,13
Rush Attempts,26,25,23,2018,26,20
Rush Attempts,26,26,22,2018,26,24
Rush Attempts,26,27,20,2018,26,9
Rush Attempts,26,28,18,2018,26,15
Rush Attempts,26,29,17,2017,26,24
Rush Attempts,26,30,17,2017,26,28
Rush Attempts,26,31,16,2017,26,12
Points Scored,27,0,48,2017,27,14
Points Scored,27,1,38,2017,27,16
Points Scored,27,2,38,2018,27,30
Points Scored,27,3,35,2017,27,3
Points Scored,27,4,31,2017,27,15
Points Scored,27,5,31,2018,27,7
Points Scored,27,6,30,2017,27,10
Points Scored,27,7,28,2018,27,4
Points Scored,27,8,27,2018,27,6
Points Scored,27,9,26,2017,27,4
Points Scored,27,10,25,2018,27,4
Points Scored,27,11,25,2018,27,5
Points Scored,27,12,21,2017,27,18
Points Scored,27,13,20,2017,27,5
Points Scored,27,14,20,2017,27,19
Points Scored,27,15,20,2018,27,21
Points Scored,27,16,19,2018,27,2
Points Scored,27,17,17,2017,27,17
Points Scored,27,18,16,2018,27,17
Points Scored,27,19,16,2018,27,18
Points Scored,27,20,14,2017,27,9
Points Scored,27,21,14,2018,27,29
Points Scored,27,22,14,2018,27,1
Points Scored,27,23,14,2018,27,1
Points Scored,27,24,13,2018,27,22
Points Scored,27,25,10,2017,27,0
Points Scored,27,26,10,2017,27,17
Points Scored,27,27,10,2017,27,1
Points Scored,27,28,10,2017,27,4
Points Scored,27,29,10,2018,27,0
Points Scored,27,30,6,2017,27,1
Points Allowed,27,0,6,2017,27,5
Points Allowed,27,1,6,2017,27,19
Points Allowed,27,2,6,2018,27,0
Points Allowed,27,3,6,2018,27,18
Points Allowed,27,4,10,2017,27,9
Points Allowed,27,5,10,2018,27,30
Points Allowed,27,6,13,2018,27,17
Points Allowed,27,7,13,2018,27,21
Points Allowed,27,8,13,2018,27,6
Points Allowed,27,9,14,2018,27,4
Points Allowed,27,10,15,2018,27,17
Points Allowed,27,11,17,2017,27,14
Points Allowed,27,12,17,2018,27,29
Points Allowed,27,13,20,2017,27,4
Points Allowed,27,14,20,2017,27,1
Points Allowed,27,15,20,2018,27,22
Points Allowed,27,16,23,2017,27,0
Points Allowed,27,17,24,2017,27,18
Points Allowed,27,18,24,2018,27,7
Points Allowed,27,19,24,2018,27,5
Points Allowed,27,20,26,2017,27,17
Points Allowed,27,21,27,2017,27,15
Points Allowed,27,22,30,2018,27,4
Points Allowed,27,23,32,2017,27,3
Points Allowed,27,24,33,2018,27,2
Points Allowed,27,25,34,2018,27,1
Points Allowed,27,26,34,2018,27,1
Points Allowed,27,27,35,2017,27,4
Points Allowed,27,28,36,2017,27,17
Points Allowed,27,29,41,2017,27,16
Points Allowed,27,30,41,2017,27,1
Points Allowed,27,31,45,2017,27,10
Passing Yards,27,0,389,2017,27,16
Passing Yards,27,1,360,2018,27,4
Passing Yards,27,2,311,2017,27,17
Passing Yards,27,3,300,2018,27,4
Passing Yards,27,4,288,2018,27,7
Passing Yards,27,5,279,2018,27,1
Passing Yards,27,6,278,2018,27,17
Passing Yards,27,7,277,2017,27,3
Passing Yards,27,8,273,2017,27,15
Passing Yards,27,9,265,2018,27,29
Passing Yards,27,10,259,2017,27,18
Passing Yards,27,11,256,2017,27,5
Passing Yards,27,12,254,2018,27,30
Passing Yards,27,13,247,2017,27,4
Passing Yards,27,14,247,2018,27,2
Passing Yards,27,15,217,2017,27,14
Passing Yards,27,16,209,2017,27,19
Passing Yards,27,17,208,2018,27,22
Passing Yards,27,18,207,2018,27,6
Passing Yards,27,19,206,2018,27,1
Passing Yards,27,20,204,2017,27,17
Passing Yards,27,21,204,2018,27,0
Passing Yards,27,22,201,2017,27,9
Passing Yards,27,23,201,2018,27,21
Passing Yards,27,24,192,2017,27,0
Passing Yards,27,25,192,2017,27,1
Passing Yards,27,26,187,2017,27,1
Passing Yards,27,27,179,2017,27,4
Passing Yards,27,28,178,2018,27,5
Passing Yards,27,29,175,2018,27,17
Passing Yards,27,30,169,2017,27,10
Passing Yards,27,31,137,2018,27,18
Passing Yards Allowed,27,0,131,2017,27,19
Passing Yards Allowed,27,1,160,2017,27,0
Passing Yards Allowed,27,2,166,2018,27,5
Passing Yards Allowed,27,3,168,2018,27,30
Passing Yards Allowed,27,4,188,2018,27,17
Passing Yards Allowed,27,5,192,2018,27,18
Passing Yards Allowed,27,6,196,2018,27,4
Passing Yards Allowed,27,7,207,2017,27,4
Passing Yards Allowed,27,8,209,2017,27,1
Passing Yards Allowed,27,9,218,2017,27,4
Passing Yards Allowed,27,10,219,2017,27,15
Passing Yards Allowed,27,11,221,2017,27,18
Passing Yards Allowed,27,12,225,2018,27,6
Passing Yards Allowed,27,13,226,2018,27,21
Passing Yards Allowed,27,14,241,2018,27,29
Passing Yards Allowed,27,15,241,2018,27,22
Passing Yards Allowed,27,16,241,2018,27,4
Passing Yards Allowed,27,17,242,2017,27,17
Passing Yards Allowed,27,18,243,2017,27,9
Passing Yards Allowed,27,19,246,2018,27,0
Passing Yards Allowed,27,20,255,2018,27,17
Passing Yards Allowed,27,21,286,2017,27,17
Passing Yards Allowed,27,22,289,2018,27,7
Passing Yards Allowed,27,23,290,2017,27,5
Passing Yards Allowed,27,24,294,2017,27,1
Passing Yards Allowed,27,25,306,2018,27,1
Passing Yards Allowed,27,26,321,2018,27,2
Passing Yards Allowed,27,27,332,2017,27,10
Passing Yards Allowed,27,28,352,2017,27,16
Passing Yards Allowed,27,29,354,2018,27,1
Passing Yards Allowed,27,30,377,2017,27,14
Passing Yards Allowed,27,31,394,2017,27,3
Rushing Yards,27,0,192,2017,27,3
Rushing Yards,27,1,179,2018,27,5
Rushing Yards,27,2,171,2017,27,19
Rushing Yards,27,3,166,2017,27,14
Rushing Yards,27,4,162,2018,27,7
Rushing Yards,27,5,159,2018,27,21
Rushing Yards,27,6,159,2018,27,22
Rushing Yards,27,7,146,2017,27,4
Rushing Yards,27,8,134,2017,27,15
Rushing Yards,27,9,133,2018,27,18
Rushing Yards,27,10,132,2017,27,10
Rushing Yards,27,11,120,2017,27,0
Rushing Yards,27,12,102,2017,27,18
Rushing Yards,27,13,99,2018,27,4
Rushing Yards,27,14,96,2017,27,1
Rushing Yards,27,15,96,2018,27,1
Rushing Yards,27,16,87,2018,27,17
Rushing Yards,27,17,87,2018,27,30
Rushing Yards,27,18,86,2018,27,2
Rushing Yards,27,19,81,2018,27,6
Rushing Yards,27,20,77,2017,27,5
Rushing Yards,27,21,77,2018,27,17
Rushing Yards,27,22,73,2018,27,29
Rushing Yards,27,23,67,2017,27,16
Rushing Yards,27,24,66,2018,27,1
Rushing Yards,27,25,65,2017,27,17
Rushing Yards,27,26,59,2017,27,17
Rushing Yards,27,27,54,2017,27,4
Rushing Yards,27,28,49,2018,27,4
Rushing Yards,27,29,46,2018,27,0
Rushing Yards,27,30,32,2017,27,9
Rushing Yards,27,31,27,2017,27,1
Rushing Yards Allowed,27,0,55,2018,27,7
Rushing Yards Allowed,27,1,60,2017,27,14
Rushing Yards Allowed,27,2,64,2017,27,5
Rushing Yards Allowed,27,3,64,2017,27,18
Rushing Yards Allowed,27,4,77,2018,27,2
Rushing Yards Allowed,27,5,84,2018,27,0
Rushing Yards Allowed,27,6,85,2017,27,3
Rushing Yards Allowed,27,7,85,2018,27,22
Rushing Yards Allowed,27,8,91,2018,27,17
Rushing Yards Allowed,27,9,91,2018,27,30
Rushing Yards Allowed,27,10,93,2018,27,4
Rushing Yards Allowed,27,11,95,2018,27,21
Rushing Yards Allowed,27,12,100,2018,27,17
Rushing Yards Allowed,27,13,100,2018,27,1
Rushing Yards Allowed,27,14,107,2018,27,29
Rushing Yards Allowed,27,15,117,2017,27,9
Rushing Yards Allowed,27,16,117,2018,27,18
Rushing Yards Allowed,27,17,117,2018,27,4
Rushing Yards Allowed,27,18,119,2018,27,5
Rushing Yards Allowed,27,19,122,2018,27,6
Rushing Yards Allowed,27,20,123,2017,27,1
Rushing Yards Allowed,27,21,127,2017,27,17
Rushing Yards Allowed,27,22,131,2017,27,1
Rushing Yards Allowed,27,23,136,2017,27,4
Rushing Yards Allowed,27,24,141,2017,27,17
Rushing Yards Allowed,27,25,142,2018,27,1
Rushing Yards Allowed,27,26,143,2017,27,15
Rushing Yards Allowed,27,27,159,2017,27,0
Rushing Yards Allowed,27,28,162,2017,27,10
Rushing Yards Allowed,27,29,194,2017,27,4
Rushing Yards Allowed,27,30,199,2017,27,19
Rushing Yards Allowed,27,31,262,2017,27,16
Total Yards,27,0,464,2017,27,3
Total Yards,27,1,456,2017,27,16
Total Yards,27,2,444,2018,27,7
Total Yards,27,3,398,2018,27,4
Total Yards,27,4,396,2017,27,15
Total Yards,27,5,392,2018,27,4
Total Yards,27,6,386,2017,27,4
Total Yards,27,7,383,2017,27,14
Total Yards,27,8,380,2017,27,19
Total Yards,27,9,371,2017,27,17
Total Yards,27,10,360,2018,27,21
Total Yards,27,11,358,2018,27,22
Total Yards,27,12,352,2018,27,5
Total Yards,27,13,349,2017,27,18
Total Yards,27,14,346,2018,27,17
Total Yards,27,15,336,2018,27,1
Total Yards,27,16,328,2018,27,2
Total Yards,27,17,328,2018,27,30
Total Yards,27,18,327,2018,27,29
Total Yards,27,19,326,2017,27,5
Total Yards,27,20,301,2018,27,1
Total Yards,27,21,292,2017,27,0
Total Yards,27,22,290,2017,27,10
Total Yards,27,23,283,2018,27,6
Total Yards,27,24,275,2017,27,1
Total Yards,27,25,265,2018,27,18
Total Yards,27,26,242,2018,27,17
Total Yards,27,27,234,2017,27,17
Total Yards,27,28,234,2018,27,0
Total Yards,27,29,220,2017,27,4
Total Yards,27,30,215,2017,27,9
Total Yards,27,31,170,2017,27,1
Total Yards Allowed,27,0,236,2018,27,30
Total Yards Allowed,27,1,259,2018,27,17
Total Yards Allowed,27,2,261,2017,27,18
Total Yards Allowed,27,3,274,2018,27,5
Total Yards Allowed,27,4,280,2017,27,19
Total Yards Allowed,27,5,286,2018,27,18
Total Yards Allowed,27,6,298,2018,27,21
Total Yards Allowed,27,7,305,2018,27,4
Total Yards Allowed,27,8,307,2018,27,4
Total Yards Allowed,27,9,308,2017,27,0
Total Yards Allowed,27,10,324,2018,27,0
Total Yards Allowed,27,11,326,2018,27,22
Total Yards Allowed,27,12,327,2018,27,6
Total Yards Allowed,27,13,334,2017,27,1
Total Yards Allowed,27,14,334,2018,27,7
Total Yards Allowed,27,15,335,2017,27,15
Total Yards Allowed,27,16,340,2018,27,17
Total Yards Allowed,27,17,341,2017,27,4
Total Yards Allowed,27,18,344,2018,27,29
Total Yards Allowed,27,19,353,2017,27,9
Total Yards Allowed,27,20,354,2017,27,5
Total Yards Allowed,27,21,367,2017,27,17
Total Yards Allowed,27,22,390,2018,27,2
Total Yards Allowed,27,23,393,2017,27,17
Total Yards Allowed,27,24,396,2017,27,4
Total Yards Allowed,27,25,417,2017,27,1
Total Yards Allowed,27,26,429,2017,27,14
Total Yards Allowed,27,27,436,2018,27,1
Total Yards Allowed,27,28,437,2018,27,1
Total Yards Allowed,27,29,449,2017,27,3
Total Yards Allowed,27,30,494,2017,27,10
Total Yards Allowed,27,31,611,2017,27,16
Pass Attempts,27,0,44,2018,27,7
Pass Attempts,27,1,43,2018,27,1
Pass Attempts,27,2,41,2018,27,0
Pass Attempts,27,3,40,2017,27,16
Pass Attempts,27,4,40,2017,27,1
Pass Attempts,27,5,39,2017,27,18
Pass Attempts,27,6,39,2018,27,2
Pass Attempts,27,7,39,2018,27,1
Pass Attempts,27,8,38,2018,27,17
Pass Attempts,27,9,38,2018,27,22
Pass Attempts,27,10,37,2018,27,29
Pass Attempts,27,11,37,2018,27,17
Pass Attempts,27,12,37,2018,27,4
Pass Attempts,27,13,37,2018,27,5
Pass Attempts,27,14,36,2017,27,4
Pass Attempts,27,15,35,2017,27,0
Pass Attempts,27,16,35,2017,27,17
Pass Attempts,27,17,35,2018,27,21
Pass Attempts,27,18,35,2018,27,4
Pass Attempts,27,19,34,2017,27,9
Pass Attempts,27,20,33,2017,27,1
Pass Attempts,27,21,32,2017,27,5
Pass Attempts,27,22,32,2017,27,15
Pass Attempts,27,23,30,2017,27,19
Pass Attempts,27,24,29,2017,27,4
Pass Attempts,27,25,28,2017,27,10
Pass Attempts,27,26,28,2017,27,17
Pass Attempts,27,27,27,2017,27,3
Pass Attempts,27,28,25,2018,27,6
Pass Attempts,27,29,24,2018,27,18
Pass Attempts,27,30,24,2018,27,30
Pass Attempts,27,31,18,2017,27,14
Rush Attempts,27,0,37,2018,27,18
Rush Attempts,27,1,34,2017,27,19
Rush Attempts,27,2,33,2017,27,14
Rush Attempts,27,3,33,2018,27,7
Rush Attempts,27,4,33,2018,27,30
Rush Attempts,27,5,31,2017,27,15
Rush Attempts,27,6,29,2017,27,17
Rush Attempts,27,7,29,2018,27,6
Rush Attempts,27,8,29,2018,27,5
Rush Attempts,27,9,29,2018,27,4
Rush Attempts,27,10,28,2017,27,0
Rush Attempts,27,11,28,2017,27,1
Rush Attempts,27,12,28,2017,27,4
Rush Attempts,27,13,28,2018,27,21
Rush Attempts,27,14,27,2017,27,3
Rush Attempts,27,15,27,2017,27,4
Rush Attempts,27,16,27,2017,27,10
Rush Attempts,27,17,27,2018,27,17
Rush Attempts,27,18,26,2018,27,22
Rush Attempts,27,19,25,2017,27,16
Rush Attempts,27,20,25,2017,27,17
Rush Attempts,27,21,25,2018,27,2
Rush Attempts,27,22,24,2017,27,5
Rush Attempts,27,23,24,2018,27,17
Rush Attempts,27,24,23,2017,27,18
Rush Attempts,27,25,23,2018,27,4
Rush Attempts,27,26,22,2017,27,1
Rush Attempts,27,27,22,2018,27,0
Rush Attempts,27,28,22,2018,27,1
Rush Attempts,27,29,21,2018,27,29
Rush Attempts,27,30,19,2017,27,9
Rush Attempts,27,31,17,2018,27,1
Points Scored,28,0,48,2017,28,6
Points Scored,28,1,42,2018,28,12
Points Scored,28,2,40,2017,28,14
Points Scored,28,3,34,2017,28,26
Points Scored,28,4,34,2018,28,31
Points Scored,28,5,34,2018,28,16
Points Scored,28,6,30,2018,28,19
Points Scored,28,7,30,2018,28,11
Points Scored,28,8,30,2018,28,11
Points Scored,28,9,29,2018,28,8
Points Scored,28,10,28,2018,28,21
Points Scored,28,11,27,2017,28,25
Points Scored,28,12,27,2018,28,30
Points Scored,28,13,27,2018,28,14
Points Scored,28,14,27,2018,28,12
Points Scored,28,15,26,2018,28,18
Points Scored,28,16,24,2017,28,12
Points Scored,28,17,24,2018,28,31
Points Scored,28,18,24,2018,28,29
Points Scored,28,19,20,2017,28,31
Points Scored,28,20,19,2017,28,2
Points Scored,28,21,19,2017,28,0
Points Scored,28,22,17,2017,28,24
Points Scored,28,23,17,2017,28,11
Points Scored,28,24,17,2018,28,3
Points Scored,28,25,17,2018,28,7
Points Scored,28,26,16,2017,28,20
Points Scored,28,27,16,2017,28,30
Points Scored,28,28,16,2017,28,12
Points Scored,28,29,13,2017,28,22
Points Scored,28,30,13,2017,28,11
Points Scored,28,31,12,2017,28,31
Points Allowed,28,0,0,2017,28,0
Points Allowed,28,1,6,2017,28,26
Points Allowed,28,2,7,2017,28,11
Points Allowed,28,3,7,2017,28,6
Points Allowed,28,4,12,2018,28,3
Points Allowed,28,5,13,2018,28,31
Points Allowed,28,6,13,2018,28,11
Points Allowed,28,7,14,2018,28,12
Points Allowed,28,8,16,2017,28,24
Points Allowed,28,9,16,2018,28,31
Points Allowed,28,10,17,2017,28,2
Points Allowed,28,11,17,2017,28,25
Points Allowed,28,12,17,2018,28,14
Points Allowed,28,13,17,2018,28,11
Points Allowed,28,14,18,2018,28,21
Points Allowed,28,15,19,2017,28,30
Points Allowed,28,16,20,2017,28,14
Points Allowed,28,17,20,2017,28,22
Points Allowed,28,18,20,2017,28,11
Points Allowed,28,19,20,2018,28,30
Points Allowed,28,20,21,2018,28,12
Points Allowed,28,21,22,2018,28,18
Points Allowed,28,22,23,2017,28,12
Points Allowed,28,23,24,2017,28,20
Points Allowed,28,24,24,2018,28,19
Points Allowed,28,25,24,2018,28,8
Points Allowed,28,26,24,2018,28,7
Points Allowed,28,27,26,2017,28,31
Points Allowed,28,28,27,2017,28,12
Points Allowed,28,29,27,2017,28,31
Points Allowed,28,30,27,2018,28,16
Points Allowed,28,31,31,2018,28,29
Passing Yards,28,0,345,2018,28,16
Passing Yards,28,1,344,2018,28,12
Passing Yards,28,2,323,2017,28,6
Passing Yards,28,3,315,2018,28,18
Passing Yards,28,4,315,2018,28,12
Passing Yards,28,5,313,2018,28,29
Passing Yards,28,6,306,2017,28,22
Passing Yards,28,7,302,2018,28,30
Passing Yards,28,8,289,2017,28,11
Passing Yards,28,9,285,2018,28,14
Passing Yards,28,10,283,2017,28,11
Passing Yards,28,11,281,2017,28,12
Passing Yards,28,12,276,2018,28,8
Passing Yards,28,13,275,2017,28,30
Passing Yards,28,14,273,2017,28,20
Passing Yards,28,15,258,2017,28,31
Passing Yards,28,16,255,2018,28,31
Passing Yards,28,17,252,2018,28,11
Passing Yards,28,18,249,2017,28,25
Passing Yards,28,19,233,2017,28,26
Passing Yards,28,20,214,2018,28,11
Passing Yards,28,21,207,2017,28,14
Passing Yards,28,22,206,2017,28,12
Passing Yards,28,23,204,2018,28,21
Passing Yards,28,24,197,2017,28,2
Passing Yards,28,25,196,2018,28,7
Passing Yards,28,26,193,2018,28,3
Passing Yards,28,27,191,2018,28,19
Passing Yards,28,28,190,2017,28,31
Passing Yards,28,29,177,2017,28,24
Passing Yards,28,30,173,2018,28,31
Passing Yards,28,31,172,2017,28,0
Passing Yards Allowed,28,0,106,2017,28,0
Passing Yards Allowed,28,1,149,2017,28,30
Passing Yards Allowed,28,2,153,2018,28,14
Passing Yards Allowed,28,3,164,2017,28,31
Passing Yards Allowed,28,4,164,2017,28,11
Passing Yards Allowed,28,5,172,2018,28,11
Passing Yards Allowed,28,6,186,2018,28,3
Passing Yards Allowed,28,7,198,2017,28,20
Passing Yards Allowed,28,8,216,2018,28,12
Passing Yards Allowed,28,9,219,2017,28,12
Passing Yards Allowed,28,10,222,2018,28,11
Passing Yards Allowed,28,11,241,2018,28,30
Passing Yards Allowed,28,12,243,2017,28,11
Passing Yards Allowed,28,13,248,2018,28,21
Passing Yards Allowed,28,14,250,2017,28,25
Passing Yards Allowed,28,15,267,2018,28,8
Passing Yards Allowed,28,16,268,2018,28,31
Passing Yards Allowed,28,17,269,2017,28,24
Passing Yards Allowed,28,18,274,2017,28,31
Passing Yards Allowed,28,19,280,2017,28,12
Passing Yards Allowed,28,20,281,2017,28,6
Passing Yards Allowed,28,21,291,2018,28,18
Passing Yards Allowed,28,22,292,2017,28,26
Passing Yards Allowed,28,23,302,2017,28,2
Passing Yards Allowed,28,24,303,2018,28,12
Passing Yards Allowed,28,25,307,2018,28,31
Passing Yards Allowed,28,26,308,2017,28,22
Passing Yards Allowed,28,27,326,2018,28,19
Passing Yards Allowed,28,28,348,2018,28,7
Passing Yards Allowed,28,29,365,2018,28,16
Passing Yards Allowed,28,30,417,2017,28,14
Passing Yards Allowed,28,31,457,2018,28,29
Rushing Yards,28,0,206,2017,28,0
Rushing Yards,28,1,177,2018,28,8
Rushing Yards,28,2,173,2017,28,31
Rushing Yards,28,3,173,2018,28,30
Rushing Yards,28,4,167,2018,28,7
Rushing Yards,28,5,163,2017,28,25
Rushing Yards,28,6,163,2018,28,16
Rushing Yards,28,7,163,2018,28,21
Rushing Yards,28,8,160,2017,28,24
Rushing Yards,28,9,159,2017,28,2
Rushing Yards,28,10,156,2018,28,31
Rushing Yards,28,11,156,2018,28,14
Rushing Yards,28,12,150,2018,28,12
Rushing Yards,28,13,148,2017,28,26
Rushing Yards,28,14,144,2018,28,11
Rushing Yards,28,15,138,2018,28,19
Rushing Yards,28,16,133,2017,28,30
Rushing Yards,28,17,131,2017,28,20
Rushing Yards,28,18,128,2018,28,11
Rushing Yards,28,19,124,2017,28,11
Rushing Yards,28,20,124,2018,28,31
Rushing Yards,28,21,121,2017,28,14
Rushing Yards,28,22,121,2018,28,12
Rushing Yards,28,23,112,2017,28,6
Rushing Yards,28,24,103,2017,28,11
Rushing Yards,28,25,102,2017,28,22
Rushing Yards,28,26,92,2017,28,31
Rushing Yards,28,27,90,2017,28,12
Rushing Yards,28,28,89,2018,28,18
Rushing Yards,28,29,86,2018,28,29
Rushing Yards,28,30,75,2018,28,3
Rushing Yards,28,31,53,2017,28,12
Rushing Yards Allowed,28,0,12,2017,28,6
Rushing Yards Allowed,28,1,57,2017,28,0
Rushing Yards Allowed,28,2,58,2017,28,26
Rushing Yards Allowed,28,3,68,2017,28,11
Rushing Yards Allowed,28,4,68,2017,28,2
Rushing Yards Allowed,28,5,71,2018,28,8
Rushing Yards Allowed,28,6,72,2018,28,19
Rushing Yards Allowed,28,7,74,2017,28,14
Rushing Yards Allowed,28,8,80,2017,28,25
Rushing Yards Allowed,28,9,83,2018,28,29
Rushing Yards Allowed,28,10,96,2017,28,22
Rushing Yards Allowed,28,11,96,2018,28,11
Rushing Yards Allowed,28,12,99,2018,28,12
Rushing Yards Allowed,28,13,101,2018,28,30
Rushing Yards Allowed,28,14,105,2017,28,12
Rushing Yards Allowed,28,15,106,2017,28,24
Rushing Yards Allowed,28,16,108,2018,28,16
Rushing Yards Allowed,28,17,110,2018,28,11
Rushing Yards Allowed,28,18,116,2018,28,7
Rushing Yards Allowed,28,19,123,2017,28,31
Rushing Yards Allowed,28,20,124,2018,28,21
Rushing Yards Allowed,28,21,132,2017,28,11
Rushing Yards Allowed,28,22,133,2018,28,18
Rushing Yards Allowed,28,23,135,2017,28,31
Rushing Yards Allowed,28,24,136,2018,28,12
Rushing Yards Allowed,28,25,150,2018,28,14
Rushing Yards Allowed,28,26,152,2017,28,30
Rushing Yards Allowed,28,27,153,2018,28,31
Rushing Yards Allowed,28,28,170,2017,28,20
Rushing Yards Allowed,28,29,183,2018,28,31
Rushing Yards Allowed,28,30,186,2017,28,12
Rushing Yards Allowed,28,31,216,2018,28,3
Total Yards,28,0,508,2018,28,16
Total Yards,28,1,486,2018,28,12
Total Yards,28,2,461,2018,28,30
Total Yards,28,3,449,2018,28,8
Total Yards,28,4,441,2018,28,14
Total Yards,28,5,431,2017,28,6
Total Yards,28,6,425,2018,28,12
Total Yards,28,7,420,2017,28,31
Total Yards,28,8,412,2017,28,25
Total Yards,28,9,404,2017,28,20
Total Yards,28,10,401,2017,28,11
Total Yards,28,11,400,2017,28,22
Total Yards,28,12,398,2017,28,30
Total Yards,28,13,391,2018,28,29
Total Yards,28,14,384,2018,28,18
Total Yards,28,15,379,2017,28,11
Total Yards,28,16,378,2017,28,0
Total Yards,28,17,375,2018,28,31
Total Yards,28,18,373,2018,28,11
Total Yards,28,19,370,2017,28,26
Total Yards,28,20,353,2018,28,21
Total Yards,28,21,344,2017,28,2
Total Yards,28,22,342,2018,28,11
Total Yards,28,23,334,2018,28,7
Total Yards,28,24,329,2018,28,31
Total Yards,28,25,326,2017,28,24
Total Yards,28,26,321,2018,28,19
Total Yards,28,27,317,2017,28,14
Total Yards,28,28,295,2017,28,12
Total Yards,28,29,292,2017,28,12
Total Yards,28,30,266,2017,28,31
Total Yards,28,31,263,2018,28,3
Total Yards Allowed,28,0,141,2017,28,0
Total Yards Allowed,28,1,232,2017,28,11
Total Yards Allowed,28,2,259,2017,28,31
Total Yards Allowed,28,3,265,2017,28,6
Total Yards Allowed,28,4,268,2018,28,11
Total Yards Allowed,28,5,278,2018,28,14
Total Yards Allowed,28,6,295,2017,28,12
Total Yards Allowed,28,7,298,2018,28,12
Total Yards Allowed,28,8,301,2017,28,30
Total Yards Allowed,28,9,318,2017,28,25
Total Yards Allowed,28,10,324,2018,28,11
Total Yards Allowed,28,11,327,2018,28,30
Total Yards Allowed,28,12,329,2018,28,8
Total Yards Allowed,28,13,333,2017,28,26
Total Yards Allowed,28,14,349,2017,28,20
Total Yards Allowed,28,15,360,2017,28,11
Total Yards Allowed,28,16,370,2017,28,2
Total Yards Allowed,28,17,372,2018,28,21
Total Yards Allowed,28,18,373,2018,28,3
Total Yards Allowed,28,19,375,2017,28,24
Total Yards Allowed,28,20,382,2018,28,19
Total Yards Allowed,28,21,394,2018,28,18
Total Yards Allowed,28,22,394,2018,28,12
Total Yards Allowed,28,23,397,2017,28,31
Total Yards Allowed,28,24,399,2017,28,22
Total Yards Allowed,28,25,416,2018,28,31
Total Yards Allowed,28,26,444,2018,28,7
Total Yards Allowed,28,27,455,2018,28,16
Total Yards Allowed,28,28,460,2017,28,12
Total Yards Allowed,28,29,472,2017,28,14
Total Yards Allowed,28,30,482,2018,28,31
Total Yards Allowed,28,31,540,2018,28,29
Pass Attempts,28,0,54,2017,28,11
Pass Attempts,28,1,45,2017,28,12
Pass Attempts,28,2,45,2017,28,30
Pass Attempts,28,3,43,2017,28,22
Pass Attempts,28,4,43,2018,28,30
Pass Attempts,28,5,40,2017,28,0
Pass Attempts,28,6,40,2018,28,16
Pass Attempts,28,7,39,2017,28,20
Pass Attempts,28,8,38,2017,28,11
Pass Attempts,28,9,38,2017,28,25
Pass Attempts,28,10,37,2018,28,29
Pass Attempts,28,11,36,2017,28,31
Pass Attempts,28,12,34,2018,28,12
Pass Attempts,28,13,34,2018,28,21
