Category,Team/All_Teams,Place,Player,Record,Year,Team,Opponent
Receiving Yards,30,75,139,31,2018,30,8
Receiving Yards,30,76,1319,31,2018,30,23
Receiving Yards,30,77,139,30,2017,30,28
Receiving Yards,30,78,940,30,2017,30,9
Receiving Yards,30,79,1708,29,2017,30,22
Receiving Yards,30,80,710,29,2017,30,10
Receiving Yards,30,81,1319,29,2018,30,22
Receiving Yards,30,82,1306,29,2018,30,2
Receiving Yards,30,83,1319,28,2017,30,2
Receiving Yards,30,84,1408,28,2017,30,23
Receiving Yards,30,85,1708,28,2017,30,22
Receiving Yards,30,86,1319,28,2018,30,6
Receiving Yards,30,87,1017,28,2018,30,4
Receiving Yards,30,88,1659,27,2017,30,5
Receiving Yards,30,89,1193,26,2017,30,19
Receiving Yards,30,90,1211,26,2017,30,15
Receiving Yards,30,91,1408,26,2017,30,22
Receiving Yards,30,92,1306,26,2018,30,8
Receiving Yards,30,93,1530,26,2018,30,6
Receiving Yards,30,94,1306,26,2018,30,27
Receiving Yards,30,95,985,25,2017,30,19
Receiving Yards,30,96,1408,25,2017,30,5
Receiving Yards,30,97,1193,25,2018,30,2
Receiving Yards,30,98,3319,25,2018,30,22
Receiving Yards,30,99,1408,25,2018,30,2
Yards per Reception,30,0,1193,2717,2018,30,6
Yards per Reception,30,1,1319,2340,2017,30,2
Yards per Reception,30,2,139,2240,2018,30,6
Yards per Reception,30,3,1319,1729,2018,30,8
Yards per Reception,30,4,1319,1540,2018,30,22
Yards per Reception,30,5,1708,1514,2017,30,9
Yards per Reception,30,6,139,1480,2017,30,23
Yards per Reception,30,7,1319,1311,2017,30,11
Yards per Reception,30,8,139,1250,2017,30,12
Yards per Reception,30,9,1708,1180,2018,30,19
Yards per Reception,30,10,1708,1160,2018,30,23
Yards per Reception,30,11,1708,1120,2017,30,12
Yards per Reception,30,12,139,1100,2018,30,28
Yards per Reception,30,13,1708,1100,2018,30,6
Yards per Reception,30,14,1319,1080,2018,30,28
Yards per Reception,30,15,1708,1025,2017,30,6
Yards per Reception,30,16,1708,1014,2017,30,5
Yards per Reception,30,17,1319,940,2017,30,5
Yards per Reception,30,18,1319,940,2018,30,4
Yards per Reception,30,19,1193,900,2017,30,31
Yards per Reception,30,20,139,900,2018,30,20
Yards per Reception,30,21,1530,860,2018,30,22
Yards per Reception,30,22,139,860,2018,30,2
Yards per Reception,30,23,139,822,2018,30,22
Yards per Reception,30,24,1708,800,2017,30,11
Yards per Reception,30,25,139,800,2017,30,6
Yards per Reception,30,26,1319,717,2018,30,27
Yards per Reception,30,27,1193,700,2017,30,6
Yards per Reception,30,28,1017,680,2018,30,19
Yards per Reception,30,29,1408,640,2017,30,11
Yards per Reception,30,30,1708,636,2017,30,2
Yards per Reception,30,31,1319,620,2018,30,23
Yards per Reception,30,32,1708,583,2017,30,15
Yards per Reception,30,33,1708,580,2017,30,22
Yards per Reception,30,34,139,533,2018,30,2
Yards per Reception,30,35,1193,500,2018,30,2
Yards per Reception,30,36,1708,467,2017,30,22
Yards per Reception,30,37,1265,350,2017,30,9
Yards per Reception,30,38,139,300,2018,30,13
Yards per Reception,30,39,1319,280,2017,30,31
Receiving Touchdowns,30,0,139,2,2018,30,28
Receiving Touchdowns,30,1,139,1,2017,30,22
Receiving Touchdowns,30,2,741,1,2017,30,22
Receiving Touchdowns,30,3,1319,1,2017,30,11
Receiving Touchdowns,30,4,1319,1,2017,30,19
Receiving Touchdowns,30,5,1408,1,2017,30,19
Receiving Touchdowns,30,6,1708,1,2017,30,19
Receiving Touchdowns,30,7,1193,1,2017,30,31
Receiving Touchdowns,30,8,1708,1,2017,30,28
Receiving Touchdowns,30,9,1530,1,2017,30,15
Receiving Touchdowns,30,10,1408,1,2017,30,12
Receiving Touchdowns,30,11,1530,1,2017,30,12
Receiving Touchdowns,30,12,1708,1,2017,30,12
Receiving Touchdowns,30,13,139,1,2017,30,23
Receiving Touchdowns,30,14,1408,1,2017,30,23
Receiving Touchdowns,30,15,1708,1,2017,30,2
Receiving Touchdowns,30,16,1659,1,2017,30,5
Receiving Touchdowns,30,17,1319,1,2017,30,22
Receiving Touchdowns,30,18,1319,1,2018,30,22
Receiving Touchdowns,30,19,1408,1,2018,30,8
Receiving Touchdowns,30,20,139,1,2018,30,20
Receiving Touchdowns,30,21,1193,1,2018,30,20
Receiving Touchdowns,30,22,139,1,2018,30,23
Receiving Touchdowns,30,23,1659,1,2018,30,23
Receiving Touchdowns,30,24,1708,1,2018,30,13
Receiving Touchdowns,30,25,139,1,2018,30,22
Receiving Touchdowns,30,26,1193,1,2018,30,22
Receiving Touchdowns,30,27,1193,1,2018,30,6
Receiving Touchdowns,30,28,139,1,2018,30,17
Receiving Touchdowns,30,29,1017,1,2018,30,4
Receiving Touchdowns,30,30,3319,1,2018,30,4
Receiving Touchdowns,30,31,1306,1,2018,30,2
Receiving Touchdowns,30,32,1265,1,2018,30,27
Receiving Touchdowns,30,33,139,1,2018,30,6
Receiving Touchdowns,30,34,1319,1,2018,30,6
Targeted Passes,30,0,139,17,2017,30,12
Targeted Passes,30,1,1708,15,2017,30,2
Targeted Passes,30,2,139,15,2018,30,28
Targeted Passes,30,3,1708,12,2017,30,11
Targeted Passes,30,4,1193,12,2017,30,6
Targeted Passes,30,5,1708,12,2017,30,9
Targeted Passes,30,6,1708,12,2017,30,6
Targeted Passes,30,7,139,12,2017,30,23
Targeted Passes,30,8,1708,12,2017,30,5
Targeted Passes,30,9,1708,12,2017,30,22
Targeted Passes,30,10,139,12,2018,30,22
Targeted Passes,30,11,1319,12,2018,30,27
Targeted Passes,30,12,139,11,2017,30,19
Targeted Passes,30,13,1708,11,2017,30,19
Targeted Passes,30,14,1708,11,2017,30,12
Targeted Passes,30,15,1319,11,2017,30,6
Targeted Passes,30,16,1708,11,2018,30,22
Targeted Passes,30,17,1319,11,2018,30,8
Targeted Passes,30,18,139,11,2018,30,13
Targeted Passes,30,19,139,11,2018,30,2
Targeted Passes,30,20,1193,11,2018,30,6
Targeted Passes,30,21,1319,10,2017,30,11
Targeted Passes,30,22,139,9,2017,30,22
Targeted Passes,30,23,1708,9,2017,30,2
Targeted Passes,30,24,1408,9,2017,30,11
Targeted Passes,30,25,1319,9,2017,30,31
Targeted Passes,30,26,1265,9,2017,30,28
Targeted Passes,30,27,1708,9,2017,30,15
Targeted Passes,30,28,1265,9,2017,30,9
Targeted Passes,30,29,1319,9,2017,30,23
Targeted Passes,30,30,1319,9,2017,30,2
Targeted Passes,30,31,1708,9,2018,30,23
Targeted Passes,30,32,1708,9,2018,30,22
Targeted Passes,30,33,139,9,2018,30,6
Targeted Passes,30,34,1708,9,2018,30,19
Targeted Passes,30,35,1319,9,2018,30,4
Targeted Passes,30,36,139,9,2018,30,2
Targeted Passes,30,37,1319,8,2017,30,2
Targeted Passes,30,38,139,8,2017,30,6
Targeted Passes,30,39,1319,8,2017,30,19
Targeted Passes,30,40,139,8,2017,30,6
Targeted Passes,30,41,1708,8,2017,30,23
Targeted Passes,30,42,1319,8,2017,30,5
Targeted Passes,30,43,1193,8,2018,30,20
Targeted Passes,30,44,1193,8,2018,30,2
Targeted Passes,30,45,139,8,2018,30,19
Targeted Passes,30,46,139,8,2018,30,6
Targeted Passes,30,47,1319,7,2017,30,22
Targeted Passes,30,48,139,7,2017,30,2
Targeted Passes,30,49,139,7,2017,30,11
Targeted Passes,30,50,1319,7,2017,30,6
Targeted Passes,30,51,1408,7,2017,30,28
Targeted Passes,30,52,1708,7,2017,30,28
Targeted Passes,30,53,1408,7,2017,30,23
Targeted Passes,30,54,1193,7,2017,30,10
Targeted Passes,30,55,1708,7,2017,30,10
Targeted Passes,30,56,1319,7,2018,30,22
Targeted Passes,30,57,1530,7,2018,30,22
Targeted Passes,30,58,1319,7,2018,30,28
Targeted Passes,30,59,1408,7,2018,30,8
Targeted Passes,30,60,1319,7,2018,30,23
Targeted Passes,30,61,1193,7,2018,30,13
Targeted Passes,30,62,1319,7,2018,30,2
Targeted Passes,30,63,1017,7,2018,30,19
Targeted Passes,30,64,1265,7,2018,30,2
Targeted Passes,30,65,1708,6,2017,30,22
Targeted Passes,30,66,1530,6,2017,30,31
Targeted Passes,30,67,1659,6,2017,30,22
Targeted Passes,30,68,1530,6,2018,30,8
Targeted Passes,30,69,139,6,2018,30,20
Targeted Passes,30,70,1017,6,2018,30,23
Targeted Passes,30,71,1708,6,2018,30,17
Targeted Passes,30,72,139,6,2018,30,4
Targeted Passes,30,73,1708,6,2018,30,6
Targeted Passes,30,74,1193,5,2017,30,11
Targeted Passes,30,75,1193,5,2017,30,19
Targeted Passes,30,76,1408,5,2017,30,19
Targeted Passes,30,77,139,5,2017,30,31
Targeted Passes,30,78,1193,5,2017,30,31
Targeted Passes,30,79,1708,5,2017,30,31
Targeted Passes,30,80,139,5,2017,30,9
Targeted Passes,30,81,1265,5,2017,30,12
Targeted Passes,30,82,1408,5,2017,30,2
Targeted Passes,30,83,1193,5,2017,30,22
Targeted Passes,30,84,1408,5,2017,30,22
Targeted Passes,30,85,1193,5,2018,30,22
Targeted Passes,30,86,1193,5,2018,30,1
Targeted Passes,30,87,1408,5,2018,30,28
Targeted Passes,30,88,1017,5,2018,30,20
Targeted Passes,30,89,1017,5,2018,30,13
Targeted Passes,30,90,1708,5,2018,30,2
Targeted Passes,30,91,1319,5,2018,30,22
Targeted Passes,30,92,1319,5,2018,30,6
Targeted Passes,30,93,1530,5,2018,30,6
Targeted Passes,30,94,139,5,2018,30,17
Targeted Passes,30,95,1530,5,2018,30,17
Targeted Passes,30,96,1319,5,2018,30,2
Targeted Passes,30,97,1708,5,2018,30,27
Targeted Passes,30,98,1530,5,2018,30,6
Targeted Passes,30,99,741,4,2017,30,22
Passes Dropped,30,0,139,3,2017,30,23
Passes Dropped,30,1,1319,2,2017,30,2
Passes Dropped,30,2,1708,2,2017,30,2
Passes Dropped,30,3,1708,2,2017,30,11
Passes Dropped,30,4,1708,2,2017,30,19
Passes Dropped,30,5,1708,2,2017,30,31
Passes Dropped,30,6,1708,2,2017,30,28
Passes Dropped,30,7,139,2,2017,30,12
Passes Dropped,30,8,985,2,2017,30,23
Passes Dropped,30,9,1708,2,2017,30,10
Passes Dropped,30,10,985,2,2017,30,5
Passes Dropped,30,11,139,2,2018,30,28
Passes Dropped,30,12,1319,2,2018,30,22
Passes Dropped,30,13,1319,2,2018,30,17
Passes Dropped,30,14,741,1,2017,30,22
Passes Dropped,30,15,1017,1,2017,30,22
Passes Dropped,30,16,1530,1,2017,30,22
Passes Dropped,30,17,139,1,2017,30,2
Passes Dropped,30,18,1211,1,2017,30,11
Passes Dropped,30,19,1408,1,2017,30,11
Passes Dropped,30,20,1530,1,2017,30,6
Passes Dropped,30,21,1193,1,2017,30,19
Passes Dropped,30,22,1319,1,2017,30,19
Passes Dropped,30,23,1530,1,2017,30,31
Passes Dropped,30,24,1408,1,2017,30,28
Passes Dropped,30,25,1708,1,2017,30,12
Passes Dropped,30,26,139,1,2017,30,6
Passes Dropped,30,27,1319,1,2017,30,6
Passes Dropped,30,28,1319,1,2017,30,2
Passes Dropped,30,29,1659,1,2017,30,2
Passes Dropped,30,30,1408,1,2017,30,5
Passes Dropped,30,31,1708,1,2017,30,5
Passes Dropped,30,32,940,1,2017,30,22
Passes Dropped,30,33,1708,1,2017,30,22
Passes Dropped,30,34,1708,1,2018,30,22
Passes Dropped,30,35,1319,1,2018,30,1
Passes Dropped,30,36,1408,1,2018,30,28
Passes Dropped,30,37,1408,1,2018,30,8
Passes Dropped,30,38,1530,1,2018,30,8
Passes Dropped,30,39,1017,1,2018,30,20
Passes Dropped,30,40,1193,1,2018,30,20
Passes Dropped,30,41,1265,1,2018,30,20
Passes Dropped,30,42,1319,1,2018,30,23
Passes Dropped,30,43,3319,1,2018,30,23
Passes Dropped,30,44,139,1,2018,30,13
Passes Dropped,30,45,1708,1,2018,30,2
Passes Dropped,30,46,139,1,2018,30,22
Passes Dropped,30,47,1265,1,2018,30,22
Passes Dropped,30,48,1708,1,2018,30,22
Passes Dropped,30,49,1193,1,2018,30,6
Passes Dropped,30,50,1319,1,2018,30,6
Passes Dropped,30,51,1193,1,2018,30,17
Passes Dropped,30,52,139,1,2018,30,19
Passes Dropped,30,53,1659,1,2018,30,19
Passes Dropped,30,54,1708,1,2018,30,19
Passes Dropped,30,55,1017,1,2018,30,4
Passes Dropped,30,56,139,1,2018,30,2
Passes Dropped,30,57,940,1,2018,30,2
Passes Dropped,30,58,1265,1,2018,30,2
Passes Dropped,30,59,1319,1,2018,30,27
Passes Dropped,30,60,1530,1,2018,30,27
Passes Dropped,30,61,1530,1,2018,30,6
Interceptions,30,0,1719,2,2017,30,28
Interceptions,30,1,658,2,2018,30,23
Interceptions,30,2,169,1,2017,30,22
Interceptions,30,3,802,1,2017,30,22
Interceptions,30,4,1161,1,2017,30,22
Interceptions,30,5,1161,1,2017,30,19
Interceptions,30,6,1822,1,2017,30,19
Interceptions,30,7,1161,1,2017,30,31
Interceptions,30,8,658,1,2017,30,9
Interceptions,30,9,1386,1,2017,30,23
Interceptions,30,10,3164,1,2017,30,22
Interceptions,30,11,169,1,2018,30,1
Interceptions,30,12,658,1,2018,30,1
Interceptions,30,13,658,1,2018,30,8
Interceptions,30,14,802,1,2018,30,20
Interceptions,30,15,1719,1,2018,30,23
Interceptions,30,16,3164,1,2018,30,2
Interceptions,30,17,3874,1,2018,30,17
Interceptions,30,18,3833,1,2018,30,4
Interceptions,30,19,3833,1,2018,30,2
Interceptions,30,20,1719,1,2018,30,6
Pass Defense Percentage,30,0,1161,1000,2017,30,22
Pass Defense Percentage,30,1,1161,1000,2017,30,19
Pass Defense Percentage,30,2,1719,1000,2017,30,28
Pass Defense Percentage,30,3,1303,1000,2017,30,22
Pass Defense Percentage,30,4,3164,1000,2017,30,22
Pass Defense Percentage,30,5,658,1000,2018,30,8
Pass Defense Percentage,30,6,658,1000,2018,30,23
Pass Defense Percentage,30,7,1303,1000,2018,30,23
Pass Defense Percentage,30,8,3874,1000,2018,30,17
Pass Defense Percentage,30,9,169,979,2018,30,1
Pass Defense Percentage,30,10,658,975,2018,30,6
Pass Defense Percentage,30,11,169,972,2017,30,9
Pass Defense Percentage,30,12,3833,948,2018,30,4
Pass Defense Percentage,30,13,3164,945,2018,30,20
Pass Defense Percentage,30,14,1719,937,2018,30,6
Pass Defense Percentage,30,15,658,922,2018,30,1
Pass Defense Percentage,30,16,1303,921,2017,30,11
Pass Defense Percentage,30,17,1719,897,2018,30,4
Pass Defense Percentage,30,18,1719,893,2018,30,8
Pass Defense Percentage,30,19,481,888,2017,30,31
Pass Defense Percentage,30,20,1386,886,2017,30,6
Pass Defense Percentage,30,21,3874,886,2018,30,13
Pass Defense Percentage,30,22,1386,885,2017,30,23
Pass Defense Percentage,30,23,1719,885,2018,30,23
Pass Defense Percentage,30,24,1719,881,2017,30,6
Pass Defense Percentage,30,25,802,878,2017,30,22
Pass Defense Percentage,30,26,169,875,2017,30,2
Pass Defense Percentage,30,27,1303,875,2018,30,19
Pass Defense Percentage,30,28,1303,875,2018,30,2
Pass Defense Percentage,30,29,1161,872,2018,30,19
Pass Defense Percentage,30,30,1303,872,2018,30,4
Pass Defense Percentage,30,31,1161,868,2017,30,10
Pass Defense Percentage,30,32,1386,868,2018,30,22
Pass Defense Percentage,30,33,1719,868,2018,30,2
Pass Defense Percentage,30,34,1303,866,2017,30,2
Pass Defense Percentage,30,35,169,860,2017,30,15
Pass Defense Percentage,30,36,1161,859,2017,30,15
Pass Defense Percentage,30,37,1303,858,2018,30,1
Pass Defense Percentage,30,38,1161,857,2017,30,31
Pass Defense Percentage,30,39,802,852,2017,30,28
Pass Defense Percentage,30,40,169,850,2017,30,22
Pass Defense Percentage,30,41,1719,846,2017,30,19
Pass Defense Percentage,30,42,1386,846,2017,30,22
Pass Defense Percentage,30,43,3874,846,2018,30,4
Pass Defense Percentage,30,44,658,845,2017,30,22
Pass Defense Percentage,30,45,1161,842,2018,30,1
Pass Defense Percentage,30,46,658,840,2017,30,11
Pass Defense Percentage,30,47,1386,839,2018,30,2
Pass Defense Percentage,30,48,1303,825,2017,30,22
Pass Defense Percentage,30,49,1719,825,2017,30,2
Pass Defense Percentage,30,50,169,825,2017,30,11
Pass Defense Percentage,30,51,1161,825,2017,30,11
Pass Defense Percentage,30,52,1719,825,2017,30,11
Pass Defense Percentage,30,53,802,825,2017,30,6
Pass Defense Percentage,30,54,1303,825,2017,30,6
Pass Defense Percentage,30,55,658,825,2017,30,19
Pass Defense Percentage,30,56,658,825,2018,30,22
Pass Defense Percentage,30,57,1303,825,2018,30,28
Pass Defense Percentage,30,58,3833,825,2018,30,8
Pass Defense Percentage,30,59,2269,825,2018,30,13
Pass Defense Percentage,30,60,3833,825,2018,30,22
Pass Defense Percentage,30,61,419,825,2018,30,6
Pass Defense Percentage,30,62,1161,825,2018,30,6
Pass Defense Percentage,30,63,1719,820,2017,30,6
Pass Defense Percentage,30,64,1386,820,2018,30,1
Pass Defense Percentage,30,65,3874,820,2018,30,6
Pass Defense Percentage,30,66,419,820,2018,30,2
Pass Defense Percentage,30,67,802,819,2017,30,2
Pass Defense Percentage,30,68,1161,819,2017,30,2
Pass Defense Percentage,30,69,658,819,2018,30,19
Pass Defense Percentage,30,70,1161,818,2017,30,23
Pass Defense Percentage,30,71,1719,818,2017,30,10
Pass Defense Percentage,30,72,169,816,2017,30,6
Pass Defense Percentage,30,73,1719,816,2017,30,22
Pass Defense Percentage,30,74,1386,811,2017,30,6
Pass Defense Percentage,30,75,169,806,2017,30,12
Pass Defense Percentage,30,76,1719,797,2017,30,31
Pass Defense Percentage,30,77,1719,795,2018,30,1
Pass Defense Percentage,30,78,1161,795,2018,30,28
Pass Defense Percentage,30,79,169,794,2017,30,22
Pass Defense Percentage,30,80,802,789,2017,30,19
Pass Defense Percentage,30,81,1719,787,2017,30,22
Pass Defense Percentage,30,82,1719,787,2017,30,5
Pass Defense Percentage,30,83,3833,787,2018,30,2
Pass Defense Percentage,30,84,169,786,2017,30,2
Pass Defense Percentage,30,85,802,786,2017,30,22
Pass Defense Percentage,30,86,802,784,2017,30,31
Pass Defense Percentage,30,87,1303,782,2017,30,15
Pass Defense Percentage,30,88,1303,781,2017,30,6
Pass Defense Percentage,30,89,1303,779,2017,30,31
Pass Defense Percentage,30,90,802,779,2017,30,15
Pass Defense Percentage,30,91,3874,779,2018,30,22
Pass Defense Percentage,30,92,802,778,2017,30,12
Pass Defense Percentage,30,93,1303,778,2017,30,12
Pass Defense Percentage,30,94,658,777,2017,30,9
Pass Defense Percentage,30,95,1303,775,2017,30,19
Pass Defense Percentage,30,96,1386,775,2018,30,19
Pass Defense Percentage,30,97,1386,774,2017,30,15
Pass Defense Percentage,30,98,1303,773,2017,30,5
Pass Defense Percentage,30,99,1161,773,2018,30,13
Tackles,30,0,802,15,2017,30,5
Tackles,30,1,1386,13,2018,30,13
Tackles,30,2,802,12,2017,30,11
Tackles,30,3,802,12,2017,30,6
Tackles,30,4,1386,12,2017,30,6
Tackles,30,5,802,12,2018,30,20
Tackles,30,6,658,11,2017,30,2
Tackles,30,7,1386,11,2017,30,19
Tackles,30,8,802,11,2017,30,31
Tackles,30,9,1386,11,2017,30,9
Tackles,30,10,1386,11,2017,30,2
Tackles,30,11,802,11,2018,30,1
Tackles,30,12,802,11,2018,30,8
Tackles,30,13,802,10,2017,30,22
Tackles,30,14,1386,10,2017,30,15
Tackles,30,15,802,10,2017,30,12
Tackles,30,16,1386,10,2017,30,12
Tackles,30,17,802,10,2017,30,22
Tackles,30,18,802,10,2018,30,28
Tackles,30,19,1386,10,2018,30,28
Tackles,30,20,1386,10,2018,30,8
Tackles,30,21,1719,10,2018,30,20
Tackles,30,22,1386,10,2018,30,17
Tackles,30,23,1386,9,2017,30,11
Tackles,30,24,658,9,2017,30,15
Tackles,30,25,658,9,2017,30,23
Tackles,30,26,1386,9,2017,30,10
Tackles,30,27,1386,9,2018,30,4
Tackles,30,28,1386,9,2018,30,2
Tackles,30,29,481,8,2017,30,19
Tackles,30,30,481,8,2017,30,28
Tackles,30,31,802,8,2017,30,28
Tackles,30,32,658,8,2017,30,6
Tackles,30,33,658,8,2017,30,10
Tackles,30,34,1386,8,2018,30,22
Tackles,30,35,658,7,2017,30,22
Tackles,30,36,1386,7,2017,30,22
Tackles,30,37,1719,7,2017,30,2
Tackles,30,38,802,7,2017,30,6
Tackles,30,39,1565,7,2017,30,6
Tackles,30,40,802,7,2017,30,19
Tackles,30,41,658,7,2017,30,31
Tackles,30,42,1161,7,2017,30,28
Tackles,30,43,1719,7,2017,30,9
Tackles,30,44,1386,7,2017,30,23
Tackles,30,45,1386,7,2017,30,5
Tackles,30,46,802,7,2018,30,22
Tackles,30,47,658,7,2018,30,1
Tackles,30,48,3874,7,2018,30,8
Tackles,30,49,419,7,2018,30,20
Tackles,30,50,802,7,2018,30,23
Tackles,30,51,1386,7,2018,30,23
Tackles,30,52,658,7,2018,30,13
Tackles,30,53,1719,7,2018,30,13
Tackles,30,54,1719,7,2018,30,6
Tackles,30,55,3833,7,2018,30,6
Tackles,30,56,3833,7,2018,30,19
Tackles,30,57,1386,7,2018,30,6
Tackles,30,58,3874,7,2018,30,6
Tackles,30,59,802,6,2017,30,2
Tackles,30,60,1386,6,2017,30,2
Tackles,30,61,658,6,2017,30,11
Tackles,30,62,1101,6,2017,30,11
Tackles,30,63,658,6,2017,30,6
Tackles,30,64,1101,6,2017,30,6
Tackles,30,65,1386,6,2017,30,6
Tackles,30,66,1346,6,2017,30,19
Tackles,30,67,1386,6,2017,30,31
Tackles,30,68,802,6,2017,30,15
Tackles,30,69,658,6,2017,30,9
Tackles,30,70,1101,6,2017,30,9
Tackles,30,71,658,6,2017,30,12
Tackles,30,72,1719,6,2017,30,12
Tackles,30,73,1719,6,2017,30,6
Tackles,30,74,481,6,2017,30,23
Tackles,30,75,1346,6,2017,30,10
Tackles,30,76,1719,6,2017,30,10
Tackles,30,77,1161,6,2017,30,22
Tackles,30,78,1386,6,2017,30,22
Tackles,30,79,1346,6,2018,30,22
Tackles,30,80,1719,6,2018,30,22
Tackles,30,81,1386,6,2018,30,1
Tackles,30,82,658,6,2018,30,20
Tackles,30,83,1161,6,2018,30,23
Tackles,30,84,658,6,2018,30,22
Tackles,30,85,1719,6,2018,30,22
Tackles,30,86,1386,6,2018,30,6
Tackles,30,87,1565,6,2018,30,17
Tackles,30,88,658,6,2018,30,19
Tackles,30,89,3833,6,2018,30,2
Tackles,30,90,802,6,2018,30,27
Tackles,30,91,1386,6,2018,30,27
Tackles,30,92,1565,5,2017,30,2
Tackles,30,93,481,5,2017,30,11
Tackles,30,94,658,5,2017,30,28
Tackles,30,95,1101,5,2017,30,28
Tackles,30,96,1303,5,2017,30,28
Tackles,30,97,1719,5,2017,30,15
Tackles,30,98,169,5,2017,30,12
Tackles,30,99,1303,5,2017,30,12
Assists,30,0,802,7,2017,30,15
Assists,30,1,1719,6,2017,30,6
Assists,30,2,802,6,2017,30,9
Assists,30,3,802,6,2017,30,23
Assists,30,4,802,5,2017,30,6
Assists,30,5,1101,5,2017,30,6
Assists,30,6,802,5,2017,30,31
Assists,30,7,1386,5,2017,30,12
Assists,30,8,802,5,2017,30,6
Assists,30,9,1303,5,2017,30,10
Assists,30,10,1386,5,2018,30,22
Assists,30,11,1719,5,2018,30,2
Assists,30,12,3833,5,2018,30,2
Assists,30,13,802,4,2017,30,22
Assists,30,14,1386,4,2017,30,6
Assists,30,15,658,4,2017,30,19
Assists,30,16,481,4,2017,30,31
Assists,30,17,1386,4,2017,30,9
Assists,30,18,1719,4,2017,30,12
Assists,30,19,1303,4,2017,30,6
Assists,30,20,658,4,2017,30,23
Assists,30,21,1386,4,2017,30,23
Assists,30,22,1719,4,2017,30,10
Assists,30,23,1822,4,2017,30,2
Assists,30,24,658,4,2018,30,22
Assists,30,25,419,4,2018,30,20
Assists,30,26,1386,4,2018,30,23
Assists,30,27,1386,4,2018,30,2
Assists,30,28,3874,4,2018,30,17
Assists,30,29,1386,4,2018,30,27
Assists,30,30,1719,4,2018,30,27
Assists,30,31,1303,3,2017,30,22
Assists,30,32,1386,3,2017,30,22
Assists,30,33,802,3,2017,30,2
Assists,30,34,1101,3,2017,30,2
Assists,30,35,1386,3,2017,30,2
Assists,30,36,481,3,2017,30,11
Assists,30,37,1386,3,2017,30,19
Assists,30,38,1719,3,2017,30,19
Assists,30,39,658,3,2017,30,31
Assists,30,40,1346,3,2017,30,28
Assists,30,41,1386,3,2017,30,28
Assists,30,42,1303,3,2017,30,15
Assists,30,43,1161,3,2017,30,9
Assists,30,44,1719,3,2017,30,9
Assists,30,45,1719,3,2017,30,6
Assists,30,46,802,3,2017,30,10
Assists,30,47,802,3,2017,30,2
Assists,30,48,1101,3,2017,30,5
Assists,30,49,1346,3,2017,30,22
Assists,30,50,1719,3,2017,30,22
Assists,30,51,1346,3,2018,30,22
Assists,30,52,1719,3,2018,30,22
Assists,30,53,1346,3,2018,30,1
Assists,30,54,1719,3,2018,30,1
Assists,30,55,1161,3,2018,30,28
Assists,30,56,1346,3,2018,30,8
Assists,30,57,802,3,2018,30,20
Assists,30,58,1719,3,2018,30,20
Assists,30,59,802,3,2018,30,23
Assists,30,60,1346,3,2018,30,13
Assists,30,61,1386,3,2018,30,13
Assists,30,62,1719,3,2018,30,22
Assists,30,63,1354,3,2018,30,17
Assists,30,64,1719,3,2018,30,17
Assists,30,65,1386,3,2018,30,19
Assists,30,66,3833,3,2018,30,2
Assists,30,67,3874,3,2018,30,6
Assists,30,68,1161,2,2017,30,22
Assists,30,69,1346,2,2017,30,22
Assists,30,70,1719,2,2017,30,22
Assists,30,71,658,2,2017,30,2
Assists,30,72,1045,2,2017,30,2
Assists,30,73,1346,2,2017,30,2
Assists,30,74,1719,2,2017,30,2
Assists,30,75,802,2,2017,30,11
Assists,30,76,1161,2,2017,30,11
Assists,30,77,1346,2,2017,30,11
Assists,30,78,1719,2,2017,30,11
Assists,30,79,658,2,2017,30,6
Assists,30,80,802,2,2017,30,19
Assists,30,81,1346,2,2017,30,31
Assists,30,82,1386,2,2017,30,31
Assists,30,83,802,2,2017,30,28
Assists,30,84,3164,2,2017,30,28
Assists,30,85,1346,2,2017,30,15
Assists,30,86,1303,2,2017,30,9
Assists,30,87,1565,2,2017,30,9
Assists,30,88,1712,2,2017,30,9
Assists,30,89,802,2,2017,30,12
Assists,30,90,1101,2,2017,30,12
Assists,30,91,1161,2,2017,30,12
Assists,30,92,1101,2,2017,30,6
Assists,30,93,1346,2,2017,30,6
Assists,30,94,1386,2,2017,30,6
Assists,30,95,481,2,2017,30,23
Assists,30,96,1346,2,2017,30,23
Assists,30,97,1386,2,2017,30,10
Assists,30,98,1719,2,2017,30,2
Assists,30,99,658,2,2017,30,5
Sacks,30,0,1565,30,2018,30,19
Sacks,30,1,1354,25,2018,30,22
Sacks,30,2,481,20,2017,30,19
Sacks,30,3,1354,20,2017,30,22
Sacks,30,4,1354,20,2018,30,6
Sacks,30,5,1565,15,2017,30,6
Sacks,30,6,481,15,2017,30,6
Sacks,30,7,1565,15,2017,30,5
Sacks,30,8,1565,15,2017,30,22
Sacks,30,9,1565,15,2018,30,22
Sacks,30,10,2145,15,2018,30,6
Sacks,30,11,1346,10,2017,30,22
Sacks,30,12,658,10,2017,30,11
Sacks,30,13,1346,10,2017,30,11
Sacks,30,14,481,10,2017,30,6
Sacks,30,15,1101,10,2017,30,6
Sacks,30,16,1045,10,2017,30,19
Sacks,30,17,1386,10,2017,30,19
Sacks,30,18,802,10,2017,30,31
Sacks,30,19,1045,10,2017,30,31
Sacks,30,20,1386,10,2017,30,31
